"","sample_id","MDS1","MDS2","d15N_anomaly_mean_1800_1850","mean_air_temp_degC_anomaly_combined","fish_present_binary_YN"
"19","BLRO20_2.5",-0.781383486270726,-1.11896765800356,-3.21904370031618,1.01333333333333,"Yes"
"20","BLRO20_3",-1.01606669995854,-0.652293008274946,-2.67608959168382,0.413333333333333,"Yes"
"21","BLRO20_3.5",-1.19473069697402,-0.805279120005938,-2.78447870031618,0.463333333333333,"Yes"
"22","BLRO20_4",-0.762894100622818,-0.525251670000393,-2.40213598468382,0.393333333333333,"Yes"
"23","BLRO20_4.5",0.280460914734358,-0.477429402554445,-2.22636242031618,-0.243809523809524,"Yes"
"24","BLRO20_5",-0.977317079225221,-0.600428488000316,-1.84354409768382,-0.386666666666667,"Yes"
"25","BLRO20_5.5",0.325683786247087,-0.146274967250193,-1.76470964031618,-0.00888888888888895,"Yes"
"26","BLRO20_6",0.436145911218217,-0.181915994595462,-1.32707589668382,-0.164444444444444,"Yes"
"27","BLRO20_6.5",0.665398276240772,-0.095587418548259,-0.931577660316177,-0.475555555555555,"No"
"28","BLRO20_7",0.454070619973496,-0.00746605524279647,-1.23002476468382,0.331515151515152,"No"
"29","BLRO20_7.5",0.510207014840224,-0.145823790880683,-0.938268280316176,-0.103333333333333,"No"
"30","BLRO20_8",0.211626011289116,0.0265907354635344,-0.833502265683824,-0.165238095238095,"No"
"31","BLRO20_8.5",0.372043522706198,-0.24820653396433,-0.772251816316177,-0.586666666666666,"No"
"32","BLRO20_9",-0.318737583138282,-0.248499765544168,-0.566021512683824,-0.911666666666667,"No"
"33","BLRO20_9.5",0.519618619369289,-0.334788149557756,-0.281788640316177,-0.632820512820513,"No"
"34","BULL21_0.5",-0.729083263017524,-0.22368455147568,-2.0529499375,1.29666666666667,"Yes"
"35","BULL21_1",-1.27476846846494,-0.381966754420498,-2.1827809375,1.56333333333333,"Yes"
"36","BULL21_1.5",-1.37535530167081,-0.389189945843174,-3.0420341375,1.54666666666667,"Yes"
"37","BULL21_10",-1.01749516015247,0.30631835813366,-0.7076870375,0.0109523809523809,"Yes"
